id,name,primary_type,secondary_type,color,shape,sprite_file
510,liepard,dark,,purple,quadruped,sprites/0510.png
511,pansage,grass,,green,upright,sprites/0511.png
512,simisage,grass,,green,upright,sprites/0512.png
513,pansear,fire,,red,upright,sprites/0513.png
514,simisear,fire,,red,upright,sprites/0514.png
515,panpour,water,,blue,upright,sprites/0515.png
516,simipour,water,,blue,upright,sprites/0516.png
517,munna,psychic,,pink,quadruped,sprites/0517.png
518,musharna,psychic,,pink,humanoid,sprites/0518.png
519,pidove,normal,flying,gray,wings,sprites/0519.png
520,tranquill,normal,flying,gray,wings,sprites/0520.png
521,unfezant,normal,flying,gray,wings,sprites/0521.png
522,blitzle,electric,,black,quadruped,sprites/0522.png
523,zebstrika,electric,,black,quadruped,sprites/0523.png
524,roggenrola,rock,,blue,legs,sprites/0524.png
525,boldore,rock,,blue,tentacles,sprites/0525.png
526,gigalith,rock,,blue,tentacles,sprites/0526.png
527,woobat,psychic,flying,blue,wings,sprites/0527.png
528,swoobat,psychic,flying,blue,wings,sprites/0528.png
529,drilbur,ground,,gray,upright,sprites/0529.png
530,excadrill,ground,steel,gray,humanoid,sprites/0530.png
531,audino,normal,,pink,upright,sprites/0531.png
532,timburr,fighting,,gray,humanoid,sprites/0532.png
533,gurdurr,fighting,,gray,humanoid,sprites/0533.png
534,conkeldurr,fighting,,brown,humanoid,sprites/0534.png
535,tympole,water,,blue,fish,sprites/0535.png
536,palpitoad,water,ground,blue,upright,sprites/0536.png
537,seismitoad,water,ground,blue,humanoid,sprites/0537.png
538,throh,fighting,,red,humanoid,sprites/0538.png
539,sawk,fighting,,blue,humanoid,sprites/0539.png
540,sewaddle,bug,grass,yellow,armor,sprites/0540.png
541,swadloon,bug,grass,green,arms,sprites/0541.png
542,leavanny,bug,grass,yellow,humanoid,sprites/0542.png
543,venipede,bug,poison,red,armor,sprites/0543.png
544,whirlipede,bug,poison,gray,ball,sprites/0544.png
545,scolipede,bug,poison,red,armor,sprites/0545.png
546,cottonee,grass,fairy,green,ball,sprites/0546.png
547,whimsicott,grass,fairy,green,humanoid,sprites/0547.png
548,petilil,grass,,green,blob,sprites/0548.png
549,lilligant,grass,,green,blob,sprites/0549.png
550,basculin-red-striped,water,,green,fish,sprites/0550.png
551,sandile,ground,dark,brown,quadruped,sprites/0551.png
552,krokorok,ground,dark,brown,quadruped,sprites/0552.png
553,krookodile,ground,dark,red,upright,sprites/0553.png
554,darumaka,fire,,red,humanoid,sprites/0554.png
555,darmanitan-standard,fire,,red,quadruped,sprites/0555.png
556,maractus,grass,,green,blob,sprites/0556.png
557,dwebble,bug,rock,red,armor,sprites/0557.png
558,crustle,bug,rock,red,armor,sprites/0558.png
559,scraggy,dark,fighting,yellow,upright,sprites/0559.png
560,scrafty,dark,fighting,red,upright,sprites/0560.png
561,sigilyph,psychic,flying,black,wings,sprites/0561.png
562,yamask,ghost,,black,arms,sprites/0562.png
563,cofagrigus,ghost,,yellow,blob,sprites/0563.png
564,tirtouga,water,rock,blue,quadruped,sprites/0564.png
565,carracosta,water,rock,blue,upright,sprites/0565.png
566,archen,rock,flying,yellow,wings,sprites/0566.png
567,archeops,rock,flying,yellow,wings,sprites/0567.png
568,trubbish,poison,,green,humanoid,sprites/0568.png
569,garbodor,poison,,green,humanoid,sprites/0569.png
570,zorua,dark,,gray,quadruped,sprites/0570.png
571,zoroark,dark,,gray,upright,sprites/0571.png
572,minccino,normal,,gray,quadruped,sprites/0572.png
573,cinccino,normal,,gray,quadruped,sprites/0573.png
574,gothita,psychic,,purple,humanoid,sprites/0574.png
575,gothorita,psychic,,purple,humanoid,sprites/0575.png
576,gothitelle,psychic,,purple,humanoid,sprites/0576.png
577,solosis,psychic,,green,ball,sprites/0577.png
578,duosion,psychic,,green,ball,sprites/0578.png
579,reuniclus,psychic,,green,arms,sprites/0579.png
580,ducklett,water,flying,blue,wings,sprites/0580.png
581,swanna,water,flying,white,wings,sprites/0581.png
582,vanillite,ice,,white,blob,sprites/0582.png
583,vanillish,ice,,white,blob,sprites/0583.png
584,vanilluxe,ice,,white,heads,sprites/0584.png
585,deerling,normal,grass,pink,quadruped,sprites/0585.png
586,sawsbuck,normal,grass,brown,quadruped,sprites/0586.png
587,emolga,electric,flying,white,quadruped,sprites/0587.png
588,karrablast,bug,,blue,humanoid,sprites/0588.png
589,escavalier,bug,steel,gray,arms,sprites/0589.png
590,foongus,grass,poison,white,arms,sprites/0590.png
591,amoonguss,grass,poison,white,arms,sprites/0591.png
592,frillish-male,water,ghost,white,tentacles,sprites/0592.png
593,jellicent-male,water,ghost,white,tentacles,sprites/0593.png
594,alomomola,water,,pink,fish,sprites/0594.png
595,joltik,bug,electric,yellow,armor,sprites/0595.png
596,galvantula,bug,electric,yellow,armor,sprites/0596.png
597,ferroseed,grass,steel,gray,ball,sprites/0597.png
598,ferrothorn,grass,steel,gray,tentacles,sprites/0598.png
599,klink,steel,,gray,heads,sprites/0599.png
600,klang,steel,,gray,heads,sprites/0600.png
601,klinklang,steel,,gray,heads,sprites/0601.png
602,tynamo,electric,,white,fish,sprites/0602.png
603,eelektrik,electric,,blue,fish,sprites/0603.png
604,eelektross,electric,,blue,fish,sprites/0604.png
605,elgyem,psychic,,blue,upright,sprites/0605.png
606,beheeyem,psychic,,brown,humanoid,sprites/0606.png
607,litwick,ghost,fire,white,blob,sprites/0607.png
608,lampent,ghost,fire,black,arms,sprites/0608.png
609,chandelure,ghost,fire,black,arms,sprites/0609.png
610,axew,dragon,,green,upright,sprites/0610.png
611,fraxure,dragon,,green,upright,sprites/0611.png
612,haxorus,dragon,,yellow,upright,sprites/0612.png
613,cubchoo,ice,,white,upright,sprites/0613.png
614,beartic,ice,,white,quadruped,sprites/0614.png
615,cryogonal,ice,,blue,ball,sprites/0615.png
616,shelmet,bug,,red,ball,sprites/0616.png
617,accelgor,bug,,red,arms,sprites/0617.png
618,stunfisk,ground,electric,brown,fish,sprites/0618.png
619,mienfoo,fighting,,yellow,upright,sprites/0619.png
620,mienshao,fighting,,purple,upright,sprites/0620.png
621,druddigon,dragon,,red,upright,sprites/0621.png
622,golett,ground,ghost,green,humanoid,sprites/0622.png
623,golurk,ground,ghost,green,humanoid,sprites/0623.png
624,pawniard,dark,steel,red,humanoid,sprites/0624.png
625,bisharp,dark,steel,red,humanoid,sprites/0625.png
626,bouffalant,normal,,brown,quadruped,sprites/0626.png
627,rufflet,normal,flying,white,wings,sprites/0627.png
628,braviary,normal,flying,red,wings,sprites/0628.png
629,vullaby,dark,flying,brown,wings,sprites/0629.png
630,mandibuzz,dark,flying,brown,wings,sprites/0630.png
631,heatmor,fire,,red,upright,sprites/0631.png
632,durant,bug,steel,gray,armor,sprites/0632.png
633,deino,dark,dragon,blue,quadruped,sprites/0633.png
634,zweilous,dark,dragon,blue,quadruped,sprites/0634.png
635,hydreigon,dark,dragon,blue,upright,sprites/0635.png
636,larvesta,bug,fire,white,armor,sprites/0636.png
637,volcarona,bug,fire,white,bug-wings,sprites/0637.png
638,cobalion,steel,fighting,blue,quadruped,sprites/0638.png
639,terrakion,rock,fighting,gray,quadruped,sprites/0639.png
640,virizion,grass,fighting,green,quadruped,sprites/0640.png
641,tornadus-incarnate,flying,,green,arms,sprites/0641.png
642,thundurus-incarnate,electric,flying,blue,arms,sprites/0642.png
643,reshiram,dragon,fire,white,wings,sprites/0643.png
644,zekrom,dragon,electric,black,upright,sprites/0644.png
645,landorus-incarnate,ground,flying,brown,arms,sprites/0645.png
646,kyurem,dragon,ice,gray,upright,sprites/0646.png
647,keldeo-ordinary,water,fighting,yellow,quadruped,sprites/0647.png
648,meloetta-aria,normal,psychic,white,humanoid,sprites/0648.png
649,genesect,bug,steel,purple,humanoid,sprites/0649.png
650,chespin,grass,,green,upright,sprites/0650.png
651,quilladin,grass,,green,upright,sprites/0651.png
652,chesnaught,grass,fighting,green,upright,sprites/0652.png
653,fennekin,fire,,red,quadruped,sprites/0653.png
654,braixen,fire,,red,upright,sprites/0654.png
655,delphox,fire,psychic,red,upright,sprites/0655.png
656,froakie,water,,blue,quadruped,sprites/0656.png
657,frogadier,water,,blue,humanoid,sprites/0657.png
658,greninja,water,dark,blue,humanoid,sprites/0658.png
659,bunnelby,normal,,brown,upright,sprites/0659.png
660,diggersby,normal,ground,brown,upright,sprites/0660.png
661,fletchling,normal,flying,red,wings,sprites/0661.png
662,fletchinder,fire,flying,red,wings,sprites/0662.png
663,talonflame,fire,flying,red,wings,sprites/0663.png
664,scatterbug,bug,,black,armor,sprites/0664.png
665,spewpa,bug,,black,blob,sprites/0665.png
666,vivillon,bug,flying,white,bug-wings,sprites/0666.png
667,litleo,fire,normal,brown,quadruped,sprites/0667.png
668,pyroar-male,fire,normal,brown,quadruped,sprites/0668.png
669,flabebe,fairy,,white,arms,sprites/0669.png
670,floette,fairy,,white,arms,sprites/0670.png
671,florges,fairy,,white,arms,sprites/0671.png
672,skiddo,grass,,brown,quadruped,sprites/0672.png
673,gogoat,grass,,brown,quadruped,sprites/0673.png
674,pancham,fighting,,white,upright,sprites/0674.png
675,pangoro,fighting,dark,white,humanoid,sprites/0675.png
676,furfrou,normal,,white,quadruped,sprites/0676.png
677,espurr,psychic,,gray,upright,sprites/0677.png
678,meowstic-male,psychic,,blue,upright,sprites/0678.png
679,honedge,steel,ghost,brown,blob,sprites/0679.png
680,doublade,steel,ghost,brown,heads,sprites/0680.png
681,aegislash-shield,steel,ghost,brown,blob,sprites/0681.png
682,spritzee,fairy,,pink,arms,sprites/0682.png
683,aromatisse,fairy,,pink,humanoid,sprites/0683.png
684,swirlix,fairy,,white,legs,sprites/0684.png
685,slurpuff,fairy,,white,humanoid,sprites/0685.png
686,inkay,dark,psychic,blue,tentacles,sprites/0686.png
687,malamar,dark,psychic,blue,blob,sprites/0687.png
688,binacle,rock,water,brown,heads,sprites/0688.png
689,barbaracle,rock,water,brown,heads,sprites/0689.png
690,skrelp,poison,water,brown,blob,sprites/0690.png
691,dragalge,poison,dragon,brown,blob,sprites/0691.png
692,clauncher,water,,blue,armor,sprites/0692.png
693,clawitzer,water,,blue,squiggle,sprites/0693.png
694,helioptile,electric,normal,yellow,upright,sprites/0694.png
695,heliolisk,electric,normal,yellow,upright,sprites/0695.png
696,tyrunt,rock,dragon,brown,upright,sprites/0696.png
697,tyrantrum,rock,dragon,red,upright,sprites/0697.png
698,amaura,rock,ice,blue,quadruped,sprites/0698.png
699,aurorus,rock,ice,blue,quadruped,sprites/0699.png
700,sylveon,fairy,,pink,quadruped,sprites/0700.png
701,hawlucha,fighting,flying,green,humanoid,sprites/0701.png
702,dedenne,electric,fairy,yellow,upright,sprites/0702.png
703,carbink,rock,fairy,gray,ball,sprites/0703.png
704,goomy,dragon,,purple,squiggle,sprites/0704.png
705,sliggoo,dragon,,purple,squiggle,sprites/0705.png
706,goodra,dragon,,purple,upright,sprites/0706.png
707,klefki,steel,fairy,gray,ball,sprites/0707.png
708,phantump,ghost,grass,brown,arms,sprites/0708.png
709,trevenant,ghost,grass,brown,tentacles,sprites/0709.png
710,pumpkaboo-average,ghost,grass,brown,ball,sprites/0710.png
711,gourgeist-average,ghost,grass,brown,blob,sprites/0711.png
712,bergmite,ice,,blue,quadruped,sprites/0712.png
713,avalugg,ice,,blue,quadruped,sprites/0713.png
714,noibat,flying,dragon,purple,wings,sprites/0714.png
715,noivern,flying,dragon,purple,wings,sprites/0715.png
716,xerneas,fairy,,blue,quadruped,sprites/0716.png
717,yveltal,dark,flying,red,wings,sprites/0717.png
718,zygarde-50,dragon,ground,green,squiggle,sprites/0718.png
719,diancie,rock,fairy,pink,arms,sprites/0719.png
720,hoopa,psychic,ghost,purple,arms,sprites/0720.png
721,volcanion,fire,water,brown,quadruped,sprites/0721.png
722,rowlet,grass,flying,brown,wings,sprites/0722.png
723,dartrix,grass,flying,brown,wings,sprites/0723.png
724,decidueye,grass,ghost,brown,wings,sprites/0724.png
725,litten,fire,,red,quadruped,sprites/0725.png
726,torracat,fire,,red,quadruped,sprites/0726.png
727,incineroar,fire,dark,red,upright,sprites/0727.png
728,popplio,water,,blue,fish,sprites/0728.png
729,brionne,water,,blue,fish,sprites/0729.png
730,primarina,water,fairy,blue,fish,sprites/0730.png
731,pikipek,normal,flying,black,wings,sprites/0731.png
732,trumbeak,normal,flying,black,wings,sprites/0732.png
733,toucannon,normal,flying,black,wings,sprites/0733.png
734,yungoos,normal,,brown,quadruped,sprites/0734.png
735,gumshoos,normal,,brown,quadruped,sprites/0735.png
736,grubbin,bug,,gray,armor,sprites/0736.png
737,charjabug,bug,electric,green,squiggle,sprites/0737.png
738,vikavolt,bug,electric,blue,armor,sprites/0738.png
739,crabrawler,fighting,,purple,armor,sprites/0739.png
740,crabominable,fighting,ice,white,armor,sprites/0740.png
741,oricorio-baile,fire,flying,red,wings,sprites/0741.png
742,cutiefly,bug,fairy,yellow,armor,sprites/0742.png
743,ribombee,bug,fairy,yellow,bug-wings,sprites/0743.png
744,rockruff,rock,,brown,quadruped,sprites/0744.png
745,lycanroc-midday,rock,,brown,quadruped,sprites/0745.png
746,wishiwashi-solo,water,,blue,fish,sprites/0746.png
747,mareanie,poison,water,blue,blob,sprites/0747.png
748,toxapex,poison,water,blue,tentacles,sprites/0748.png
749,mudbray,ground,,brown,quadruped,sprites/0749.png
750,mudsdale,ground,,brown,quadruped,sprites/0750.png
751,dewpider,water,bug,green,legs,sprites/0751.png
752,araquanid,water,bug,green,armor,sprites/0752.png
753,fomantis,grass,,pink,upright,sprites/0753.png
754,lurantis,grass,,pink,humanoid,sprites/0754.png
755,morelull,grass,fairy,purple,blob,sprites/0755.png
756,shiinotic,grass,fairy,purple,humanoid,sprites/0756.png
757,salandit,poison,fire,black,quadruped,sprites/0757.png
758,salazzle,poison,fire,black,quadruped,sprites/0758.png
759,stufful,normal,fighting,pink,quadruped,sprites/0759.png
760,bewear,normal,fighting,pink,upright,sprites/0760.png
761,bounsweet,grass,,purple,legs,sprites/0761.png
762,steenee,grass,,purple,humanoid,sprites/0762.png
763,tsareena,grass,,purple,humanoid,sprites/0763.png
764,comfey,fairy,,green,ball,sprites/0764.png
765,oranguru,normal,psychic,white,humanoid,sprites/0765.png
766,passimian,fighting,,white,upright,sprites/0766.png
767,wimpod,bug,water,gray,tentacles,sprites/0767.png
768,golisopod,bug,water,gray,humanoid,sprites/0768.png
769,sandygast,ghost,ground,brown,squiggle,sprites/0769.png
770,palossand,ghost,ground,brown,squiggle,sprites/0770.png
771,pyukumuku,water,,black,squiggle,sprites/0771.png
772,type-null,normal,,gray,quadruped,sprites/0772.png
773,silvally,normal,,gray,quadruped,sprites/0773.png
774,minior-red-meteor,rock,flying,brown,ball,sprites/0774.png
775,komala,normal,,blue,humanoid,sprites/0775.png
776,turtonator,fire,dragon,red,upright,sprites/0776.png
777,togedemaru,electric,steel,gray,upright,sprites/0777.png
778,mimikyu-disguised,ghost,fairy,yellow,squiggle,sprites/0778.png
779,bruxish,water,psychic,pink,fish,sprites/0779.png
780,drampa,normal,dragon,white,squiggle,sprites/0780.png
781,dhelmise,ghost,grass,green,blob,sprites/0781.png
782,jangmo-o,dragon,,gray,quadruped,sprites/0782.png
783,hakamo-o,dragon,fighting,gray,upright,sprites/0783.png
784,kommo-o,dragon,fighting,gray,upright,sprites/0784.png
785,tapu-koko,electric,fairy,yellow,arms,sprites/0785.png
786,tapu-lele,psychic,fairy,pink,arms,sprites/0786.png
787,tapu-bulu,grass,fairy,red,arms,sprites/0787.png
788,tapu-fini,water,fairy,purple,arms,sprites/0788.png
789,cosmog,psychic,,blue,ball,sprites/0789.png
790,cosmoem,psychic,,blue,ball,sprites/0790.png
791,solgaleo,psychic,steel,white,quadruped,sprites/0791.png
792,lunala,psychic,ghost,purple,wings,sprites/0792.png
793,nihilego,rock,poison,white,tentacles,sprites/0793.png
794,buzzwole,bug,fighting,red,tentacles,sprites/0794.png
795,pheromosa,bug,fighting,white,humanoid,sprites/0795.png
796,xurkitree,electric,,black,upright,sprites/0796.png
797,celesteela,steel,flying,green,humanoid,sprites/0797.png
798,kartana,grass,steel,white,humanoid,sprites/0798.png
799,guzzlord,dark,dragon,black,upright,sprites/0799.png
800,necrozma,psychic,,black,arms,sprites/0800.png
801,magearna,steel,fairy,gray,humanoid,sprites/0801.png
802,marshadow,fighting,ghost,gray,humanoid,sprites/0802.png
803,poipole,poison,,purple,upright,sprites/0803.png
804,naganadel,poison,dragon,purple,wings,sprites/0804.png
805,stakataka,rock,steel,gray,quadruped,sprites/0805.png
806,blacephalon,fire,ghost,white,humanoid,sprites/0806.png
807,zeraora,electric,,yellow,humanoid,sprites/0807.png
808,meltan,steel,,gray,ball,sprites/0808.png
809,melmetal,steel,,gray,humanoid,sprites/0809.png
810,grookey,grass,,green,upright,sprites/0810.png
811,thwackey,grass,,green,upright,sprites/0811.png
812,rillaboom,grass,,green,humanoid,sprites/0812.png
813,scorbunny,fire,,white,upright,sprites/0813.png
814,raboot,fire,,gray,upright,sprites/0814.png
815,cinderace,fire,,white,upright,sprites/0815.png
816,sobble,water,,blue,quadruped,sprites/0816.png
817,drizzile,water,,blue,upright,sprites/0817.png
818,inteleon,water,,blue,upright,sprites/0818.png
819,skwovet,normal,,brown,upright,sprites/0819.png
820,greedent,normal,,brown,upright,sprites/0820.png
821,rookidee,flying,,blue,wings,sprites/0821.png
822,corvisquire,flying,,blue,wings,sprites/0822.png
823,corviknight,flying,steel,purple,wings,sprites/0823.png
824,blipbug,bug,,blue,armor,sprites/0824.png
825,dottler,bug,psychic,yellow,armor,sprites/0825.png
826,orbeetle,bug,psychic,red,wings,sprites/0826.png
827,nickit,dark,,brown,quadruped,sprites/0827.png
828,thievul,dark,,brown,quadruped,sprites/0828.png
829,gossifleur,grass,,green,blob,sprites/0829.png
830,eldegoss,grass,,green,blob,sprites/0830.png
831,wooloo,normal,,white,quadruped,sprites/0831.png
832,dubwool,normal,,white,quadruped,sprites/0832.png
833,chewtle,water,,green,quadruped,sprites/0833.png
834,drednaw,water,rock,green,quadruped,sprites/0834.png
835,yamper,electric,,yellow,quadruped,sprites/0835.png
836,boltund,electric,,yellow,quadruped,sprites/0836.png
837,rolycoly,rock,,black,ball,sprites/0837.png
838,carkol,rock,fire,black,legs,sprites/0838.png
839,coalossal,rock,fire,black,humanoid,sprites/0839.png
840,applin,grass,dragon,green,squiggle,sprites/0840.png
841,flapple,grass,dragon,green,wings,sprites/0841.png
842,appletun,grass,dragon,green,quadruped,sprites/0842.png
843,silicobra,ground,,green,squiggle,sprites/0843.png
844,sandaconda,ground,,green,squiggle,sprites/0844.png
845,cramorant,flying,water,blue,wings,sprites/0845.png
846,arrokuda,water,,brown,fish,sprites/0846.png
847,barraskewda,water,,brown,fish,sprites/0847.png
848,toxel,electric,poison,purple,upright,sprites/0848.png
849,toxtricity-amped,electric,poison,purple,upright,sprites/0849.png
850,sizzlipede,fire,bug,red,tentacles,sprites/0850.png
851,centiskorch,fire,bug,red,tentacles,sprites/0851.png
852,clobbopus,fighting,,brown,tentacles,sprites/0852.png
853,grapploct,fighting,,blue,tentacles,sprites/0853.png
854,sinistea,ghost,,purple,ball,sprites/0854.png
855,polteageist,ghost,,purple,ball,sprites/0855.png
856,hatenna,psychic,,pink,legs,sprites/0856.png
857,hattrem,psychic,,pink,humanoid,sprites/0857.png
858,hatterene,psychic,fairy,pink,blob,sprites/0858.png
859,impidimp,dark,fairy,pink,humanoid,sprites/0859.png
860,morgrem,dark,fairy,pink,humanoid,sprites/0860.png
861,grimmsnarl,dark,fairy,purple,humanoid,sprites/0861.png
862,obstagoon,dark,normal,gray,upright,sprites/0862.png
863,perrserker,steel,,brown,upright,sprites/0863.png
864,cursola,ghost,,white,arms,sprites/0864.png
865,sirfetchd,fighting,,white,wings,sprites/0865.png
866,mr-rime,ice,psychic,purple,humanoid,sprites/0866.png
867,runerigus,ground,ghost,gray,blob,sprites/0867.png
868,milcery,fairy,,white,ball,sprites/0868.png
869,alcremie,fairy,,white,blob,sprites/0869.png
870,falinks,fighting,,yellow,heads,sprites/0870.png
871,pincurchin,electric,,purple,tentacles,sprites/0871.png
872,snom,ice,bug,white,squiggle,sprites/0872.png
873,frosmoth,ice,bug,white,bug-wings,sprites/0873.png
874,stonjourner,rock,,gray,legs,sprites/0874.png
875,eiscue-ice,ice,,blue,upright,sprites/0875.png
876,indeedee-male,psychic,normal,purple,upright,sprites/0876.png
877,morpeko-full-belly,electric,dark,yellow,humanoid,sprites/0877.png
878,cufant,steel,,yellow,quadruped,sprites/0878.png
879,copperajah,steel,,green,quadruped,sprites/0879.png
880,dracozolt,electric,dragon,green,upright,sprites/0880.png
881,arctozolt,electric,ice,blue,upright,sprites/0881.png
882,dracovish,water,dragon,green,legs,sprites/0882.png
883,arctovish,water,ice,blue,fish,sprites/0883.png
884,duraludon,steel,dragon,white,upright,sprites/0884.png
885,dreepy,dragon,ghost,green,squiggle,sprites/0885.png
886,drakloak,dragon,ghost,green,arms,sprites/0886.png
887,dragapult,dragon,ghost,green,upright,sprites/0887.png
888,zacian,fairy,,blue,quadruped,sprites/0888.png
889,zamazenta,fighting,,red,quadruped,sprites/0889.png
890,eternatus,poison,dragon,purple,wings,sprites/0890.png
891,kubfu,fighting,,gray,upright,sprites/0891.png
892,urshifu-single-strike,fighting,dark,gray,humanoid,sprites/0892.png
893,zarude,dark,grass,green,upright,sprites/0893.png
894,regieleki,electric,,yellow,humanoid,sprites/0894.png
895,regidrago,dragon,,green,humanoid,sprites/0895.png
896,glastrier,ice,,white,quadruped,sprites/0896.png
897,spectrier,ghost,,black,quadruped,sprites/0897.png
898,calyrex,psychic,grass,green,humanoid,sprites/0898.png
899,wyrdeer,normal,psychic,gray,quadruped,sprites/0899.png
900,kleavor,bug,rock,brown,bug-wings,sprites/0900.png
901,ursaluna,ground,normal,brown,quadruped,sprites/0901.png
902,basculegion-male,water,ghost,green,fish,sprites/0902.png
903,sneasler,fighting,poison,gray,upright,sprites/0903.png
904,overqwil,dark,poison,black,fish,sprites/0904.png
905,enamorus-incarnate,fairy,flying,pink,arms,sprites/0905.png
906,sprigatito,grass,,green,quadruped,sprites/0906.png
907,floragato,grass,,green,upright,sprites/0907.png
908,meowscarada,grass,dark,green,upright,sprites/0908.png
909,fuecoco,fire,,red,upright,sprites/0909.png
910,crocalor,fire,,red,upright,sprites/0910.png
911,skeledirge,fire,ghost,red,quadruped,sprites/0911.png
912,quaxly,water,,white,upright,sprites/0912.png
913,quaxwell,water,,blue,upright,sprites/0913.png
914,quaquaval,water,fighting,blue,upright,sprites/0914.png
915,lechonk,normal,,gray,quadruped,sprites/0915.png
916,oinkologne-male,normal,,gray,quadruped,sprites/0916.png
917,tarountula,bug,,white,armor,sprites/0917.png
918,spidops,bug,,green,armor,sprites/0918.png
919,nymble,bug,,gray,armor,sprites/0919.png
920,lokix,bug,dark,gray,humanoid,sprites/0920.png
921,pawmi,electric,,yellow,quadruped,sprites/0921.png
922,pawmo,electric,fighting,yellow,upright,sprites/0922.png
923,pawmot,electric,fighting,yellow,upright,sprites/0923.png
924,tandemaus,normal,,white,heads,sprites/0924.png
925,maushold-family-of-four,normal,,white,heads,sprites/0925.png
926,fidough,fairy,,yellow,quadruped,sprites/0926.png
927,dachsbun,fairy,,brown,quadruped,sprites/0927.png
928,smoliv,grass,normal,green,legs,sprites/0928.png
929,dolliv,grass,normal,green,humanoid,sprites/0929.png
930,arboliva,grass,normal,green,humanoid,sprites/0930.png
931,squawkabilly-green-plumage,normal,flying,green,wings,sprites/0931.png
932,nacli,rock,,brown,ball,sprites/0932.png
933,naclstack,rock,,brown,quadruped,sprites/0933.png
934,garganacl,rock,,brown,humanoid,sprites/0934.png
935,charcadet,fire,,red,humanoid,sprites/0935.png
936,armarouge,fire,psychic,red,humanoid,sprites/0936.png
937,ceruledge,fire,ghost,blue,humanoid,sprites/0937.png
938,tadbulb,electric,,yellow,ball,sprites/0938.png
939,bellibolt,electric,,green,humanoid,sprites/0939.png
940,wattrel,electric,flying,black,wings,sprites/0940.png
941,kilowattrel,electric,flying,yellow,wings,sprites/0941.png
942,maschiff,dark,,brown,quadruped,sprites/0942.png
943,mabosstiff,dark,,gray,quadruped,sprites/0943.png
944,shroodle,poison,normal,gray,quadruped,sprites/0944.png
945,grafaiai,poison,normal,gray,upright,sprites/0945.png
946,bramblin,grass,ghost,brown,ball,sprites/0946.png
947,brambleghast,grass,ghost,brown,ball,sprites/0947.png
948,toedscool,ground,grass,yellow,legs,sprites/0948.png
949,toedscruel,ground,grass,black,tentacles,sprites/0949.png
950,klawf,rock,,red,armor,sprites/0950.png
951,capsakid,grass,,green,upright,sprites/0951.png
952,scovillain,grass,fire,green,upright,sprites/0952.png
953,rellor,bug,,brown,armor,sprites/0953.png
954,rabsca,bug,psychic,green,armor,sprites/0954.png
955,flittle,psychic,,yellow,legs,sprites/0955.png
956,espathra,psychic,,yellow,upright,sprites/0956.png
957,tinkatink,fairy,steel,pink,humanoid,sprites/0957.png
958,tinkatuff,fairy,steel,pink,humanoid,sprites/0958.png
959,tinkaton,fairy,steel,pink,humanoid,sprites/0959.png
960,wiglett,water,,white,blob,sprites/0960.png
961,wugtrio,water,,red,blob,sprites/0961.png
962,bombirdier,flying,dark,white,wings,sprites/0962.png
963,finizen,water,,blue,fish,sprites/0963.png
964,palafin-zero,water,,blue,fish,sprites/0964.png
965,varoom,steel,poison,gray,legs,sprites/0965.png
966,revavroom,steel,poison,gray,legs,sprites/0966.png
967,cyclizar,dragon,normal,green,quadruped,sprites/0967.png
968,orthworm,steel,,pink,squiggle,sprites/0968.png
969,glimmet,rock,poison,blue,ball,sprites/0969.png
970,glimmora,rock,poison,blue,ball,sprites/0970.png
971,greavard,ghost,,white,quadruped,sprites/0971.png
972,houndstone,ghost,,white,quadruped,sprites/0972.png
973,flamigo,flying,fighting,pink,wings,sprites/0973.png
974,cetoddle,ice,,white,upright,sprites/0974.png
975,cetitan,ice,,white,upright,sprites/0975.png
976,veluza,water,psychic,gray,fish,sprites/0976.png
977,dondozo,water,,blue,fish,sprites/0977.png
978,tatsugiri-curly,dragon,water,pink,fish,sprites/0978.png
979,annihilape,fighting,ghost,gray,humanoid,sprites/0979.png
980,clodsire,poison,ground,brown,quadruped,sprites/0980.png
981,farigiraf,normal,psychic,brown,quadruped,sprites/0981.png
982,dudunsparce-two-segment,normal,,yellow,squiggle,sprites/0982.png
983,kingambit,dark,steel,black,humanoid,sprites/0983.png
984,great-tusk,ground,fighting,purple,quadruped,sprites/0984.png
985,scream-tail,fairy,psychic,pink,upright,sprites/0985.png
986,brute-bonnet,grass,dark,gray,quadruped,sprites/0986.png
987,flutter-mane,ghost,fairy,gray,wings,sprites/0987.png
988,slither-wing,bug,fighting,red,quadruped,sprites/0988.png
989,sandy-shocks,electric,ground,gray,quadruped,sprites/0989.png
990,iron-treads,ground,steel,gray,quadruped,sprites/0990.png
991,iron-bundle,ice,water,red,upright,sprites/0991.png
992,iron-hands,fighting,electric,gray,humanoid,sprites/0992.png
993,iron-jugulis,dark,flying,blue,upright,sprites/0993.png
994,iron-moth,fire,poison,yellow,bug-wings,sprites/0994.png
995,iron-thorns,rock,electric,green,upright,sprites/0995.png
996,frigibax,dragon,ice,gray,upright,sprites/0996.png
997,arctibax,dragon,ice,gray,upright,sprites/0997.png
998,baxcalibur,dragon,ice,gray,upright,sprites/0998.png
999,gimmighoul,ghost,,brown,blob,sprites/0999.png
1000,gholdengo,steel,ghost,yellow,humanoid,sprites/1000.png
1001,wo-chien,dark,grass,brown,squiggle,sprites/1001.png
1002,chien-pao,dark,ice,white,quadruped,sprites/1002.png
1003,ting-lu,dark,ground,brown,quadruped,sprites/1003.png
